fighter_1,fighter_2,age_1,age_2,height_1,height_2,gym_score_1,gym_score_2,country_score_1,country_score_2,style_score_1,style_score_2,win_rate_1,win_rate_2,total_fights_1,total_fights_2,result
court mcgee,kris mccray,26.0,29,71.0,72.0,0.6642335429420945,0.643605086013463,1.274193758222465,1.274193758222465,0.9340826698197278,0.9340826698197278,0.7307692307692307,0.6428571428571429,26,14,1
josh thomson,hermes franca,26.0,30,70.0,66.0,0.7161473349170837,0.5785257209340978,1.274193758222465,0.847999030848203,0.9340826698197278,0.8781995850704947,0.7096774193548387,0.5777777777777777,31,45,1
junior dos santos,gabriel gonzaga,26.0,31,76.0,74.0,0.7066954763289842,0.6056921053310294,0.847999030848203,0.847999030848203,0.8781995850704947,0.7479316717432264,0.8,0.5862068965517241,25,29,1
caio magalhaes,karlos vemola,26.0,28,73.0,72.0,0.6857881332664287,0.7743991633626994,0.847999030848203,0.7839429184673841,0.8781995850704947,0.9340826698197278,0.625,0.8214285714285714,16,28,1
marcus brimage,stephen bass,26.0,29,64.0,69.0,0.7357881938413439,0.8469017893101662,1.274193758222465,1.274193758222465,0.7461020623994898,0.900732763604033,0.5,0.8461538461538461,14,13,1
yushin okami,nate marquardt,29.0,31,74.0,72.0,0.7454287942201498,0.6488960913044682,0.6958320965812744,1.274193758222465,0.900732763604033,0.8781995850704947,0.7446808510638298,0.6481481481481481,47,54,1
kevin lee,jon tuck,22.0,30,69.0,70.0,0.7244721593929946,0.7014824401435379,1.274193758222465,0.6673337780742717,0.9340826698197278,0.8781995850704947,0.8095238095238095,0.6666666666666666,21,15,1
hermes franca,marcus aurelio,34.0,35,66.0,70.0,0.5785257209340978,0.7514958863126402,0.847999030848203,0.847999030848203,0.8781995850704947,0.8781995850704947,0.5777777777777777,0.6875,45,32,1
dan henderson,vitor belfort,43.0,36,73.0,72.0,0.6741460982298678,0.7263644380937496,1.274193758222465,0.847999030848203,0.9340826698197278,0.7274917254889377,0.6808510638297872,0.65,47,40,-1
chad griggs,travis browne,34.0,30,75.0,79.0,0.6503919776171085,0.7207479431563201,1.274193758222465,1.274193758222465,0.900732763604033,0.8781995850704947,0.7857142857142857,0.72,14,25,-1
chael sonnen,nate marquardt,33.0,31,73.0,72.0,0.6741460982298678,0.6488960913044682,1.274193758222465,1.274193758222465,0.9340826698197278,0.8781995850704947,0.6521739130434783,0.6481481481481481,46,54,1
costas philippou,jared hamman,32.0,29,71.0,75.0,0.6632607786215028,0.648554709842052,1.274193758222465,1.274193758222465,0.7274917254889377,0.900732763604033,0.7222222222222222,0.7,18,20,1
luke rockhold,vitor belfort,29.0,36,75.0,72.0,0.7161473349170837,0.7263644380937496,1.274193758222465,0.847999030848203,0.9340826698197278,0.7274917254889377,0.8,0.65,20,40,-1
tim boetsch,david heath,27.0,32,71.0,71.0,0.6604716775702262,0.7514958863126402,1.274193758222465,1.274193758222465,0.9340826698197278,0.900732763604033,0.6363636363636364,0.72,33,25,1
martin kampmann,nate marquardt,26.0,29,72.0,72.0,0.7244721593929946,0.6488960913044682,0.7839429184673841,1.274193758222465,0.7461020623994898,0.8781995850704947,0.7407407407407407,0.6481481481481481,27,54,-1
