pageurl,eid,mid,event_name,event_org,event_date,event_place,f1pageurl,f2pageurl,f1name,f2name,f1result,f2result,f1fid,f2fid,method,method_d,ref,round,time
/events/ufc-119-mir-vs-cro-cop-13732,13732,8,ufc 119 - mir vs. cro cop,ultimate fighting championship,9/25/2010,"conseco fieldhouse, indianapolis, indiana, united states",/fighter/sean-sherk-277,/fighter/evan-dunham-22038,sean sherk,evan dunham,win,loss,277,22038,decision,split,rob hinds,3,5:00
/events/ufc-fight-night-35-rockhold-vs-philippou-33929,33929,12,ufc fight night 35 - rockhold vs. philippou,ultimate fighting championship,1/15/2014,"the arena at gwinnett center, duluth, georgia, united states",/fighter/costas-philippou-32432,/fighter/luke-rockhold-23345,costas philippou,luke rockhold,loss,win,32432,23345,ko,kick to the body,herb dean,1,2:31
/events/ufc-179-aldo-vs-mendes-2-37749,37749,2,ufc 179 - aldo vs. mendes 2,ultimate fighting championship,10/25/2014,"maracanazinho gymnasium, rio de janeiro, rio de janeiro, brazil",/fighter/christos-giagos-68130,/fighter/gilbert-burns-91727,christos giagos,gilbert burns,loss,win,68130,91727,submission,armbar,eduardo herdy,1,4:57
/events/ufc-160-velasquez-vs-bigfoot-2-28051,28051,6,ufc 160 - velasquez vs. bigfoot 2,ultimate fighting championship,5/25/2013,"mgm grand garden arena, las vegas, nevada, united states",/fighter/max-holloway-38671,/fighter/dennis-bermudez-58065,max holloway,dennis bermudez,loss,win,38671,58065,decision,split,herb dean,3,5:00
/events/ufc-fight-night-31-fight-for-the-troops-3-32077,32077,7,ufc fight night 31 - fight for the troops 3,ultimate fighting championship,11/6/2013,"fort campbell, hopkinsville, kentucky, united states",/fighter/george-roop-16415,/fighter/francisco-rivera-11908,george roop,francisco rivera,loss,win,16415,11908,tko,punches,mario yamasaki,2,2:20
/events/ufc-on-fx-4-maynard-vs-guida-20385,20385,1,ufc on fx 4 - maynard vs. guida,ultimate fighting championship,6/22/2012,"revel atlantic city, atlantic city, new jersey, united states",/fighter/dustin-pague-39781,/fighter/ken-stone-24913,dustin pague,ken stone,loss,win,39781,24913,decision,split,gasper oliver,3,5:00
/events/ufc-172-jones-vs-teixeira-34401,34401,10,ufc 172 - jones vs. teixeira,ultimate fighting championship,4/26/2014,"baltimore arena, baltimore, maryland, united states",/fighter/jon-jones-27944,/fighter/glover-teixeira-4655,jon jones,glover teixeira,win,loss,27944,4655,decision,unanimous,dan miragliotta,5,5:00
/events/ufc-on-fuel-tv-4-munoz-vs-weidman-21725,21725,3,ufc on fuel tv 4 - munoz vs. weidman,ultimate fighting championship,7/11/2012,"hp pavillion, san jose, california, united states",/fighter/andrew-craig-63284,/fighter/rafael-natal-13968,andrew craig,rafael natal,win,loss,63284,13968,ko,head kick,marcos rosales,2,4:52
/events/ufc-the-ultimate-fighter-20-finale-40679,40679,3,ufc - the ultimate fighter 20 finale,ultimate fighting championship,12/12/2014,"palms casino resort, las vegas, nevada, united states",/fighter/tecia-torres-85096,/fighter/angela-magana-21720,tecia torres,angela magana,win,loss,85096,21720,decision,unanimous,kim winslow,3,5:00
/events/ufc-live-4-kongo-vs-barry-16309,16309,6,ufc live 4 - kongo vs. barry,ultimate fighting championship,6/26/2011,"consol energy center, pittsburgh, pennsylvania, united states",/fighter/joe-stevenson-65,/fighter/javier-vazquez-511,joe stevenson,javier vazquez,loss,win,65,511,decision,unanimous,keith peterson,3,5:00
/events/ufc-138-leben-vs-munoz-17824,17824,9,ufc 138 - leben vs. munoz,ultimate fighting championship,11/5/2011,"lg arena, birmingham, west midlands, england",/fighter/brad-pickett-11743,/fighter/renan-barao-23156,brad pickett,renan barao,loss,win,11743,23156,submission,rear-naked choke,leon roberts,1,4:09
/events/ufc-on-fuel-tv-2-gustafsson-vs-silva-19857,19857,7,ufc on fuel tv 2 - gustafsson vs. silva,ultimate fighting championship,4/14/2012,"ericsson globe arena, stockholm, sweden, sweden",/fighter/brad-pickett-11743,/fighter/damacio-page-12158,brad pickett,damacio page,win,loss,11743,12158,submission,rear-naked choke,marko gyllenland,2,4:05
/events/ufc-72-victory-5084,5084,8,ufc 72 - victory,ultimate fighting championship,6/16/2007,"the odyssey, belfast, northern ireland, ireland",/fighter/yushin-okami-5569,/fighter/rich-franklin-392,yushin okami,rich franklin,loss,win,5569,392,decision,unanimous,john mccarthy,3,5:00
/events/ufc-70-nations-collide-4862,4862,6,ufc 70 - nations collide,ultimate fighting championship,4/21/2007,"manchester evening news arena, manchester, lancashire, england",/fighter/assuerio-silva-1587,/fighter/cheick-kongo-2193,assuerio silva,cheick kongo,loss,win,1587,2193,decision,majority,mario yamasaki,3,5:00
/events/ufc-fight-night-50-jacare-vs-mousasi-2-38431,38431,9,ufc fight night 50 - jacare vs. mousasi 2,ultimate fighting championship,9/5/2014,"foxwoods resort casino, mashantucket, connecticut, united states",/fighter/ronaldo-souza-8394,/fighter/gegard-mousasi-7466,ronaldo souza,gegard mousasi,win,loss,8394,7466,submission,guillotine choke,herb dean,3,4:30
/events/ufc-38-brawl-at-the-hall-923,923,6,ufc 38 - brawl at the hall,ultimate fighting championship,7/13/2002,"royal albert hall, london, england, england",/fighter/frank-mir-2329,/fighter/ian-freeman-242,frank mir,ian freeman,loss,win,2329,242,tko,punches,,1,4:35
/events/ufc-90-silva-vs-cote-8188,8188,4,ufc 90 - silva vs. cote,ultimate fighting championship,10/25/2008,"allstate arena, rosemont, illinois, united states",/fighter/spencer-fisher-5118,/fighter/shannon-gugerty-11001,spencer fisher,shannon gugerty,win,loss,5118,11001,submission,triangle choke,david smith,3,3:56
/events/ufc-72-victory-5084,5084,2,ufc 72 - victory,ultimate fighting championship,6/16/2007,"the odyssey, belfast, northern ireland, ireland",/fighter/colin-robinson-13660,/fighter/eddie-sanchez-12098,colin robinson,eddie sanchez,loss,win,13660,12098,tko,punches,herb dean,2,0:32
/events/ufc-147-silva-vs-franklin-2-19449,19449,5,ufc 147 - silva vs. franklin 2,ultimate fighting championship,6/23/2012,"jornalista felipe drumond stadium, belo horizonte, minas gerais, brazil",/fighter/francisco-trinaldo-31103,/fighter/delson-heleno-5434,francisco trinaldo,delson heleno,win,loss,31103,5434,tko,punches,herb dean,1,4:21
/events/ufc-171-hendricks-vs-lawler-33949,33949,7,ufc 171 - hendricks vs. lawler,ultimate fighting championship,3/15/2014,"american airlines arena, dallas, texas, united states",/fighter/jessica-andrade-100715,/fighter/raquel-pennington-75564,jessica andrade,raquel pennington,win,loss,100715,75564,decision,split,don turnage,3,5:00
/events/ufc-on-fox-14-gustafsson-vs-johnson-42123,42123,2,ufc on fox 14 - gustafsson vs. johnson,ultimate fighting championship,1/24/2015,"tele2 arena, stockholm, sweden, sweden",/fighter/konstantin-erokhin-98151,/fighter/viktor-pesta-74176,konstantin erokhin,viktor pesta,loss,win,98151,74176,decision,unanimous,bobby rehman,3,5:00
/events/ufc-190-rousey-vs-correia-42221,42221,12,ufc 190 - rousey vs. correia,ultimate fighting championship,8/1/2015,"hsbc arena, rio de janeiro, rio de janeiro, brazil",/fighter/mauricio-rua-5707,/fighter/antonio-rogerio-nogueira-2270,mauricio rua,antonio rogerio nogueira,win,loss,5707,2270,decision,unanimous,mario yamasaki,3,5:00
/events/ufc-on-fox-5-henderson-vs-diaz-23169,23169,3,ufc on fox 5 - henderson vs. diaz,ultimate fighting championship,12/8/2012,"key arena, seattle, washington, united states",/fighter/abel-trujillo-17129,/fighter/marcus-levesseur-23538,abel trujillo,marcus levesseur,win,loss,17129,23538,tko,knees to the body,anthony hamlett,2,3:56
/events/ufc-95-sanchez-vs-stevenson-9250,9250,10,ufc 95 - sanchez vs. stevenson,ultimate fighting championship,2/21/2009,"o2 arena, london, england, england",/fighter/diego-sanchez-4824,/fighter/joe-stevenson-65,diego sanchez,joe stevenson,win,loss,4824,65,decision,unanimous,dan miragliotta,3,5:00
/events/ufc-fight-night-5-leben-vs-silva-3815,3815,2,ufc fight night 5 - leben vs. silva,ultimate fighting championship,6/28/2006,"hard rock hotel and casino, las vegas, nevada, united states",/fighter/kris-rotharmel-949,/fighter/rob-macdonald-4638,kris rotharmel,rob macdonald,loss,win,949,4638,submission,armbar,,1,4:01
/events/ufc-107-penn-vs-sanchez-11118,11118,1,ufc 107 - penn vs. sanchez,ultimate fighting championship,12/12/2009,"fedex forum, memphis, tennessee, united states",/fighter/kevin-burns-20512,/fighter/tj-grant-15906,kevin burns,t.j. grant,loss,win,20512,15906,tko,punches,greg franklin,1,4:57
/events/ufc-on-fuel-tv-2-gustafsson-vs-silva-19857,19857,4,ufc on fuel tv 2 - gustafsson vs. silva,ultimate fighting championship,4/14/2012,"ericsson globe arena, stockholm, sweden, sweden",/fighter/magnus-cedenblad-22137,/fighter/francis-carmont-9798,magnus cedenblad,francis carmont,loss,win,22137,9798,submission,rear-naked choke,kristian hacklou,2,1:42
/events/ufc-on-fox-15-machida-vs-rockhold-42191,42191,10,ufc on fox 15 - machida vs. rockhold,ultimate fighting championship,4/18/2015,"prudential center, newark, new jersey, united states",/fighter/ronaldo-souza-8394,/fighter/chris-camozzi-17224,ronaldo souza,chris camozzi,win,loss,8394,17224,submission,armbar,dan miragliotta,1,2:33
/events/ufc-171-hendricks-vs-lawler-33949,33949,11,ufc 171 - hendricks vs. lawler,ultimate fighting championship,3/15/2014,"american airlines arena, dallas, texas, united states",/fighter/diego-sanchez-4824,/fighter/myles-jury-34236,diego sanchez,myles jury,loss,win,4824,34236,decision,unanimous,kerry hatley,3,5:00
/events/ufc-125-resolution-14530,14530,10,ufc 125 - resolution,ultimate fighting championship,1/1/2011,"mgm grand garden arena, las vegas, nevada, united states",/fighter/brian-stann-14829,/fighter/chris-leben-6258,brian stann,chris leben,win,loss,14829,6258,tko,knee and punches,josh rosenthal,1,3:37
/events/ufc-8-david-vs-goliath-15,15,5,ufc 8 - david vs. goliath,ultimate fighting championship,2/16/1996,"ruben rodriguez coliseum, san juan, puerto rico, puerto rico",/fighter/gary-goodridge-129,/fighter/paul-herrera-130,gary goodridge,paul herrera,win,loss,129,130,ko,elbows,john mccarthy,1,0:13
/events/ufc-fight-night-45-cerrone-vs-miller-37359,37359,8,ufc fight night 45 - cerrone vs. miller,ultimate fighting championship,7/16/2014,"revel casino hotel, atlantic city, new jersey, united states",/fighter/justin-salas-16180,/fighter/joe-proctor-46307,justin salas,joe proctor,loss,win,16180,46307,tko,punches,gasper oliver,2,3:27
/events/ufc-64-unstoppable-4181,4181,2,ufc 64 - unstoppable,ultimate fighting championship,10/14/2006,"mandalay bay events center, las vegas, nevada, united states",/fighter/justin-james-1926,/fighter/clay-guida-8184,justin james,clay guida,loss,win,1926,8184,submission,rear-naked choke,steve mazzagatti,2,4:42
/events/ufc-fight-night-46-mcgregor-vs-brandao-36425,36425,3,ufc fight night 46 - mcgregor vs. brandao,ultimate fighting championship,7/19/2014,"the o2, dublin, leinster, ireland",/fighter/trevor-smith-51113,/fighter/tor-troeng-6850,trevor smith,tor troeng,win,loss,51113,6850,decision,unanimous,leon roberts,3,5:00
/events/ufc-192-cormier-vs-gustafsson-42235,42235,12,ufc 192 - cormier vs. gustafsson,ultimate fighting championship,10/3/2015,"toyota center, houston, texas, united states",/fighter/alexander-gustafsson-26162,/fighter/daniel-cormier-52311,alexander gustafsson,daniel cormier,loss,win,26162,52311,decision,split,herb dean,5,5:00
/events/ufc-130-rampage-vs-hamill-15685,15685,7,ufc 130 - rampage vs. hamill,ultimate fighting championship,5/28/2011,"mgm grand garden arena, las vegas, nevada, united states",/fighter/rick-story-25989,/fighter/thiago-alves-5998,rick story,thiago alves,win,loss,25989,5998,decision,unanimous,kim winslow,3,5:00
/events/ufc-152-jones-vs-belfort-21045,21045,9,ufc 152 - jones vs. belfort,ultimate fighting championship,9/22/2012,"air canada centre, toronto, ontario, canada",/fighter/matt-hamill-16695,/fighter/roger-hollett-15907,matt hamill,roger hollett,win,loss,16695,15907,decision,unanimous,dan miragliotta,3,5:00
/events/ufc-170-rousey-vs-mcmann-33337,33337,1,ufc 170 - rousey vs. mcmann,ultimate fighting championship,2/22/2014,"mandalay bay events center, las vegas, nevada, united states",/fighter/ernest-chavez-80837,/fighter/yosdenis-cedeno-47066,ernest chavez,yosdenis cedeno,win,loss,80837,47066,decision,split,chris tognoni,3,5:00
/events/ufc-100-lesnar-vs-mir-2-9568,9568,11,ufc 100 - lesnar vs. mir 2,ultimate fighting championship,7/11/2009,"mandalay bay events center, las vegas, nevada, united states",/fighter/paulo-thiago-13336,/fighter/jon-fitch-4865,paulo thiago,jon fitch,loss,win,13336,4865,decision,unanimous,yves lavigne,3,5:00
/events/ufc-on-fox-10-henderson-vs-thomson-33335,33335,7,ufc on fox 10 - henderson vs. thomson,ultimate fighting championship,1/25/2014,"united center, chicago, illinois, united states",/fighter/sergio-pettis-50987,/fighter/alex-caceres-41586,sergio pettis,alex caceres,loss,win,50987,41586,submission,rear-naked choke,herb dean,3,4:39
/events/ufc-189-mendes-vs-mcgregor-42211,42211,10,ufc 189 - mendes vs. mcgregor,ultimate fighting championship,7/11/2015,"mgm grand garden arena, las vegas, nevada, united states",/fighter/robbie-lawler-2245,/fighter/rory-macdonald-14018,robbie lawler,rory macdonald,win,loss,2245,14018,tko,punches,john mccarthy,5,1:00
/events/ufc-the-ultimate-fighter-17-finale-28023,28023,4,ufc - the ultimate fighter 17 finale,ultimate fighting championship,4/13/2013,"mandalay bay events center, las vegas, nevada, united states",/fighter/bristol-marunde-12961,/fighter/clint-hester-43866,bristol marunde,clint hester,loss,win,12961,43866,ko,elbow,steve mazzagatti,3,3:53
/events/ufc-fight-night-35-rockhold-vs-philippou-33929,33929,8,ufc fight night 35 - rockhold vs. philippou,ultimate fighting championship,1/15/2014,"the arena at gwinnett center, duluth, georgia, united states",/fighter/dustin-ortiz-58097,/fighter/john-moraga-55159,dustin ortiz,john moraga,loss,win,58097,55159,decision,split,dan miragliotta,3,5:00
/events/ufc-170-rousey-vs-mcmann-33337,33337,9,ufc 170 - rousey vs. mcmann,ultimate fighting championship,2/22/2014,"mandalay bay events center, las vegas, nevada, united states",/fighter/demian-maia-14637,/fighter/rory-macdonald-14018,demian maia,rory macdonald,loss,win,14637,14018,decision,unanimous,yves lavigne,3,5:00
/events/ufc-123-rampage-vs-machida-14529,14529,9,ufc 123 - rampage vs. machida,ultimate fighting championship,11/20/2010,"the palace of auburn hills, auburn hills, michigan, united states",/fighter/maiquel-falcao-30304,/fighter/gerald-harris-17903,maiquel falcao,gerald harris,win,loss,30304,17903,decision,unanimous,dan miragliotta,3,5:00
/events/ufc-the-ultimate-fighter-11-finale-12897,12897,10,ufc - the ultimate fighter 11 finale,ultimate fighting championship,6/19/2010,"palms casino resort, las vegas, nevada, united states",/fighter/court-mcgee-34124,/fighter/kris-mccray-39432,court mcgee,kris mccray,win,loss,34124,39432,submission,rear-naked choke,steve mazzagatti,2,3:41
/events/ufc-46-supernatural-1943,1943,2,ufc 46 - supernatural,ultimate fighting championship,1/31/2004,"mandalay bay events center, las vegas, nevada, united states",/fighter/josh-thomson-2394,/fighter/hermes-franca-3068,josh thomson,hermes franca,win,loss,2394,3068,decision,unanimous,,3,5:00
/events/ufc-live-1-vera-vs-jones-12389,12389,10,ufc live 1 - vera vs. jones,ultimate fighting championship,3/21/2010,"1stbank center, broomfield, colorado, united states",/fighter/junior-dos-santos-17272,/fighter/gabriel-gonzaga-7306,junior dos santos,gabriel gonzaga,win,loss,17272,7306,tko,punches,josh rosenthal,1,3:53
/events/ufc-on-fuel-tv-10-nogueira-vs-werdum-26101,26101,2,ufc on fuel tv 10 - nogueira vs. werdum,ultimate fighting championship,6/8/2013,"paulo sarasate gymnasium, fortaleza, ceara, brazil",/fighter/caio-magalhaes-51163,/fighter/karlos-vemola-40238,caio magalhaes,karlos vemola,win,loss,51163,40238,submission,rear-naked choke,dan miragliotta,2,2:49
/events/ufc-the-ultimate-fighter-14-finale-17424,17424,5,ufc - the ultimate fighter 14 finale,ultimate fighting championship,12/3/2011,"the pearl at the palms, las vegas, nevada, united states",/fighter/marcus-brimage-21618,/fighter/stephen-bass-28788,marcus brimage,stephen bass,win,loss,21618,28788,decision,unanimous,josh rosenthal,3,5:00
/events/ufc-122-marquardt-vs-okami-14430,14430,10,ufc 122 - marquardt vs. okami,ultimate fighting championship,11/13/2010,"konig pilsener arena, oberhausen, germany, germany",/fighter/yushin-okami-5569,/fighter/nate-marquardt-1712,yushin okami,nate marquardt,win,loss,5569,1712,decision,unanimous,leon roberts,3,5:00
/events/ufc-178-johnson-vs-cariaso-35507,35507,2,ufc 178 - johnson vs. cariaso,ultimate fighting championship,9/27/2014,"mgm grand garden arena, las vegas, nevada, united states",/fighter/kevin-lee-84342,/fighter/jon-tuck-45108,kevin lee,jon tuck,win,loss,84342,45108,decision,unanimous,jason herzog,3,5:00
/events/ufc-90-silva-vs-cote-8188,8188,2,ufc 90 - silva vs. cote,ultimate fighting championship,10/25/2008,"allstate arena, rosemont, illinois, united states",/fighter/hermes-franca-3068,/fighter/marcus-aurelio-4833,hermes franca,marcus aurelio,win,loss,3068,4833,decision,unanimous,todd frederickson,3,5:00
/events/ufc-fight-night-32-belfort-vs-henderson-32067,32067,11,ufc fight night 32 - belfort vs. henderson,ultimate fighting championship,11/9/2013,"goiania arena, goiania, goias, brazil",/fighter/dan-henderson-195,/fighter/vitor-belfort-156,dan henderson,vitor belfort,loss,win,195,156,ko,head kick,dan miragliotta,1,1:17
/events/ufc-145-jones-vs-evans-20031,20031,6,ufc 145 - jones vs. evans,ultimate fighting championship,4/21/2012,"phillips arena, atlanta, georgia, united states",/fighter/chad-griggs-15932,/fighter/travis-browne-16785,chad griggs,travis browne,loss,win,15932,16785,submission,arm-triangle choke,mario yamasaki,1,2:29
/events/ufc-109-relentless-11741,11741,10,ufc 109 - relentless,ultimate fighting championship,2/6/2010,"mandalay bay events center, las vegas, nevada, united states",/fighter/chael-sonnen-4112,/fighter/nate-marquardt-1712,chael sonnen,nate marquardt,win,loss,4112,1712,decision,unanimous,josh rosenthal,3,5:00
/events/ufc-140-jones-vs-machida-17274,17274,6,ufc 140 - jones vs. machida,ultimate fighting championship,12/10/2011,"air canada centre, toronto, ontario, canada",/fighter/costas-philippou-32432,/fighter/jared-hamman-15949,costas philippou,jared hamman,win,loss,32432,15949,ko,punches,john mccarthy,1,3:11
/events/ufc-on-fx-8-belfort-vs-rockhold-28215,28215,13,ufc on fx 8 - belfort vs. rockhold,ultimate fighting championship,5/18/2013,"arena jaragua, jaragua do sul, santa catarina, brazil",/fighter/luke-rockhold-23345,/fighter/vitor-belfort-156,luke rockhold,vitor belfort,loss,win,23345,156,ko,spinning heel kick and punches,leon roberts,1,2:32
/events/ufc-81-breaking-point-6038,6038,3,ufc 81 - breaking point,ultimate fighting championship,2/2/2008,"mgm grand garden arena, las vegas, nevada, united states",/fighter/tim-boetsch-19544,/fighter/david-heath-11483,tim boetsch,david heath,win,loss,19544,11483,tko,slam and punches,herb dean,1,4:52
/events/ufc-88-breakthrough-7837,7837,6,ufc 88 - breakthrough,ultimate fighting championship,9/6/2008,"philips arena, atlanta, georgia, united states",/fighter/martin-kampmann-5344,/fighter/nate-marquardt-1712,martin kampmann,nate marquardt,loss,win,5344,1712,tko,punches,mario yamasaki,1,1:22
/events/ufc-62-liddell-vs-sobral-4027,4027,6,ufc 62 - liddell vs. sobral,ultimate fighting championship,8/26/2006,"mandalay bay events center, las vegas, nevada, united states",/fighter/christian-wellisch-3328,/fighter/cheick-kongo-2193,christian wellisch,cheick kongo,loss,win,3328,2193,ko,knee,mario yamasaki,1,2:51
/events/ufc-on-fuel-tv-10-nogueira-vs-werdum-26101,26101,11,ufc on fuel tv 10 - nogueira vs. werdum,ultimate fighting championship,6/8/2013,"paulo sarasate gymnasium, fortaleza, ceara, brazil",/fighter/william-macario-69624,/fighter/leonardo-santos-4810,william macario,leonardo santos,loss,win,69624,4810,submission,arm-triangle choke,marc goddard,2,4:43
/events/ufc-99-the-comeback-9297,9297,8,ufc 99 - the comeback,ultimate fighting championship,6/13/2009,"lanxess arena, cologne, germany, germany",/fighter/caol-uno-283,/fighter/spencer-fisher-5118,caol uno,spencer fisher,loss,win,283,5118,decision,unanimous,mario yamasaki,3,5:00
/events/ufc-fight-night-50-jacare-vs-mousasi-2-38431,38431,7,ufc fight night 50 - jacare vs. mousasi 2,ultimate fighting championship,9/5/2014,"foxwoods resort casino, mashantucket, connecticut, united states",/fighter/matt-mitrione-49519,/fighter/derrick-lewis-59284,matt mitrione,derrick lewis,win,loss,49519,59284,ko,punches,mario yamasaki,1,0:41
/events/ufc-160-velasquez-vs-bigfoot-2-28051,28051,2,ufc 160 - velasquez vs. bigfoot 2,ultimate fighting championship,5/25/2013,"mgm grand garden arena, las vegas, nevada, united states",/fighter/brian-bowles-18944,/fighter/george-roop-16415,brian bowles,george roop,loss,win,18944,16415,tko,punches,herb dean,2,1:43
/events/ufc-98-evans-vs-machida-9529,9529,6,ufc 98 - evans vs. machida,ultimate fighting championship,5/23/2009,"mgm grand garden arena, las vegas, nevada, united states",/fighter/mike-pyle-4577,/fighter/brock-larson-6373,mike pyle,brock larson,loss,win,4577,6373,submission,arm-triangle choke,mario yamasaki,1,3:06
/events/ufc-104-machida-vs-shogun-10333,10333,11,ufc 104 - machida vs. shogun,ultimate fighting championship,10/24/2009,"staples center, los angeles, california, united states",/fighter/mauricio-rua-5707,/fighter/lyoto-machida-7513,mauricio rua,lyoto machida,loss,win,5707,7513,decision,unanimous,herb dean,5,5:00
/events/ufc-69-shootout-4663,4663,7,ufc 69 - shootout,ultimate fighting championship,4/7/2007,"toyota center, houston, texas, united states",/fighter/roger-huerta-10089,/fighter/leonard-garcia-2815,roger huerta,leonard garcia,win,loss,10089,2815,decision,unanimous,mario yamasaki,3,5:00
/events/ufc-on-fox-15-machida-vs-rockhold-42191,42191,5,ufc on fox 15 - machida vs. rockhold,ultimate fighting championship,4/18/2015,"prudential center, newark, new jersey, united states",/fighter/corey-anderson-171723,/fighter/gian-villante-42802,corey anderson,gian villante,loss,win,171723,42802,tko,punches,liam kerrigan,3,4:18
/events/ufc-on-fx-2-alves-vs-kampmann-19379,19379,2,ufc on fx 2 - alves vs. kampmann,ultimate fighting championship,3/3/2012,"allphones arena, sydney, new south wales, australia",/fighter/mackens-semerzier-38841,/fighter/daniel-pineda-21564,mackens semerzier,daniel pineda,loss,win,38841,21564,submission,triangle armbar,leon roberts,1,2:06
/events/ufc-57-liddell-vs-couture-3-3508,3508,4,ufc 57 - liddell vs. couture 3,ultimate fighting championship,2/4/2006,"mandalay bay events center, las vegas, nevada, united states",/fighter/alessio-sakara-5366,/fighter/elvis-sinosic-281,alessio sakara,elvis sinosic,win,loss,5366,281,decision,unanimous,,3,5:00
/events/ufc-175-weidman-vs-machida-36735,36735,6,ufc 175 - weidman vs. machida,ultimate fighting championship,7/5/2014,"mandalay bay events center, las vegas, nevada, united states",/fighter/urijah-faber-8847,/fighter/alex-caceres-41586,urijah faber,alex caceres,win,loss,8847,41586,submission,rear-naked choke,herb dean,3,1:09
/events/ufc-113-machida-vs-shogun-2-12390,12390,7,ufc 113 - machida vs. shogun 2,ultimate fighting championship,5/8/2010,"bell centre, montreal, quebec, canada",/fighter/alan-belcher-10967,/fighter/patrick-cote-6612,alan belcher,patrick cote,win,loss,10967,6612,submission,rear-naked choke,mario yamasaki,2,3:25
/events/ufc-127-penn-vs-fitch-15202,15202,4,ufc 127 - penn vs. fitch,ultimate fighting championship,2/27/2011,"acer arena, sydney, new south wales, australia",/fighter/anthony-perosh-9491,/fighter/tom-blackledge-3953,anthony perosh,tom blackledge,win,loss,9491,3953,submission,rear-naked choke,john sharp,1,2:45
/events/ufc-138-leben-vs-munoz-17824,17824,1,ufc 138 - leben vs. munoz,ultimate fighting championship,11/5/2011,"lg arena, birmingham, west midlands, england",/fighter/vaughan-lee-6946,/fighter/chris-cariaso-16467,vaughan lee,chris cariaso,loss,win,6946,16467,decision,split,dan miragliotta,3,5:00
/events/ufc-the-ultimate-fighter-11-finale-12897,12897,3,ufc - the ultimate fighter 11 finale,ultimate fighting championship,6/19/2010,"palms casino resort, las vegas, nevada, united states",/fighter/josh-bryant-21971,/fighter/kyle-noke-7632,josh bryant,kyle noke,loss,win,21971,7632,tko,punches,kim winslow,2,3:12
/events/ufc-103-franklin-vs-belfort-10444,10444,6,ufc 103 - franklin vs. belfort,ultimate fighting championship,9/19/2009,"american airlines center, dallas, texas, united states",/fighter/steve-lopez-29129,/fighter/jim-miller-14463,steve lopez,jim miller,loss,win,29129,14463,tko,shoulder injury,don turnage,2,0:48
/events/ufc-108-evans-vs-silva-11471,11471,6,ufc 108 - evans vs. silva,ultimate fighting championship,1/2/2010,"mgm grand garden arena, las vegas, nevada, united states",/fighter/gilbert-yvel-323,/fighter/junior-dos-santos-17272,gilbert yvel,junior dos santos,loss,win,323,17272,tko,punches,herb dean,1,2:07
/events/ufc-190-rousey-vs-correia-42221,42221,11,ufc 190 - rousey vs. correia,ultimate fighting championship,8/1/2015,"hsbc arena, rio de janeiro, rio de janeiro, brazil",/fighter/glaico-franca-117927,/fighter/fernando-bruno-25491,glaico franca,fernando bruno,win,loss,117927,25491,submission,rear-naked choke,herb dean,3,4:46
/events/ufc-150-henderson-vs-edgar-2-22013,22013,1,ufc 150 - henderson vs. edgar 2,ultimate fighting championship,8/11/2012,"pepsi center, denver, colorado, united states",/fighter/eiji-mitsuoka-2235,/fighter/nik-lentz-15058,eiji mitsuoka,nik lentz,loss,win,2235,15058,tko,punches,tim mills,1,3:45
/events/ufc-on-fuel-tv-4-munoz-vs-weidman-21725,21725,2,ufc on fuel tv 4 - munoz vs. weidman,ultimate fighting championship,7/11/2012,"hp pavillion, san jose, california, united states",/fighter/marcelo-guimaraes-20277,/fighter/daniel-stittgen-42258,marcelo guimaraes,daniel stittgen,win,loss,20277,42258,decision,split,josh rosenthal,3,5:00
/events/ufc-4-revenge-of-the-warriors-10,10,7,ufc 4 - revenge of the warriors,ultimate fighting championship,12/16/1994,"expo square pavilion, tulsa, oklahoma, united states",/fighter/royce-gracie-19,/fighter/keith-hackney-38,royce gracie,keith hackney,win,loss,19,38,submission,armlock,john mccarthy,1,5:32
/events/ufc-182-jones-vs-cormier-38841,38841,11,ufc 182 - jones vs. cormier,ultimate fighting championship,1/3/2015,"mgm grand garden arena, las vegas, nevada, united states",/fighter/jon-jones-27944,/fighter/daniel-cormier-52311,jon jones,daniel cormier,win,loss,27944,52311,decision,unanimous,herb dean,5,5:00
/events/ufc-120-bisping-vs-akiyama-14025,14025,7,ufc 120 - bisping vs. akiyama,ultimate fighting championship,10/16/2010,"o2 arena, london, england, england",/fighter/cheick-kongo-2193,/fighter/travis-browne-16785,cheick kongo,travis browne,draw,draw,2193,16785,draw,unanimous,marc goddard,3,5:00
/events/ufc-129-st-pierre-vs-shields-15427,15427,9,ufc 129 - st. pierre vs. shields,ultimate fighting championship,4/30/2011,"rogers centre, toronto, ontario, canada",/fighter/vladimir-matyushenko-435,/fighter/jason-brilz-1927,vladimir matyushenko,jason brilz,win,loss,435,1927,ko,punches,dan miragliotta,1,0:20
/events/ufc-the-ultimate-fighter-17-finale-28023,28023,6,ufc - the ultimate fighter 17 finale,ultimate fighting championship,4/13/2013,"mandalay bay events center, las vegas, nevada, united states",/fighter/luke-barnatt-56567,/fighter/collin-hart-47991,luke barnatt,collin hart,win,loss,56567,47991,decision,unanimous,kim winslow,3,5:00
