fighter_1,fighter_2,age_1,age_2,height_1,height_2,gym_score_1,gym_score_2,country_score_1,country_score_2,style_score_1,style_score_2,win_rate_1,win_rate_2,total_fights_1,total_fights_2,result
nick catone,derek downey,28.0,29.0,72.0,74.0,0.7150336574420344,0.7088679209098058,1.2741937582224652,1.2741937582224652,0.9340826698197278,0.900732763604033,0.7142857142857143,0.7333333333333333,14,15,1
vladimir matyushenko,jason brilz,40.0,36.0,73.0,71.0,0.7721765145848916,0.7207208478570722,0.6848785266126785,1.2741937582224652,0.9340826698197278,0.9340826698197278,0.7714285714285715,0.7857142857142857,35,28,1
joe riggs,joe doerksen,22.0,27.0,72.0,72.0,0.7014824401435379,0.7619419730070663,1.2741937582224652,0.7306421727422159,0.7274917254889377,0.8781995850704947,0.7230769230769231,0.7611940298507462,65,67,1
jason macdonald,ryan jensen,36.0,34.0,74.0,70.0,0.6105040407172957,0.732425597049973,0.7306421727422159,1.2741937582224652,0.8781995850704947,0.900732763604033,0.6097560975609756,0.7241379310344828,41,29,1
amir sadollah,dong hyun kim,30.0,29.0,71.0,73.0,0.6401976238650484,0.7244660516911826,1.2741937582224652,0.7247327880848613,0.900732763604033,0.7479316717432264,0.5454545454545454,0.8461538461538461,11,26,-1
randy couture,josh barnett,39.0,25.0,73.0,75.0,0.7244721593929946,0.6642901744971971,1.2741937582224652,1.2741937582224652,0.9340826698197278,0.9340826698197278,0.6333333333333333,0.813953488372093,30,43,-1
duane ludwig,darren elkins,32.0,26.0,70.0,70.0,0.6629740350259696,0.6909917726252804,1.2741937582224652,1.2741937582224652,0.7461020623994898,0.9340826698197278,0.6,0.7741935483870968,35,31,-1
mark coleman,maurice smith,33.0,36.0,73.0,74.0,0.6218090468602647,0.594716225295691,1.2741937582224652,1.2741937582224652,0.9340826698197278,0.7468919244703861,0.6153846153846154,0.4615384615384616,26,26,-1
rory macdonald,robbie lawler,26.0,33.0,71.0,71.0,0.7516312898150775,0.7357881938413439,0.7306421727422159,1.2741937582224652,0.900732763604033,0.9340826698197278,0.8,0.7,25,40,-1
paulo thiago,josh koscheck,28.0,32.0,71.0,70.0,0.7660347977488137,0.6889958863126402,0.847999030848203,1.2741937582224652,0.7479316717432264,0.9340826698197278,0.6428571428571429,0.6071428571428571,28,28,1
masio fullen,makwan amirkhani,28.0,27.0,70.0,71.0,0.7052038054769673,0.763300118223273,0.7106872991580443,0.7251565145994766,0.900732763604033,0.9340826698197278,0.6111111111111112,0.8235294117647058,18,17,-1
mark bocek,mike de la torre,33.0,28.0,69.0,72.0,0.7516312898150775,0.7014824401435379,0.7306421727422159,1.2741937582224652,0.8781995850704947,0.900732763604033,0.7058823529411765,0.6086956521739131,17,23,1
matt hughes,chris lytle,34.0,33.0,69.0,71.0,0.7506553240271496,0.6260686957022036,1.2741937582224652,1.2741937582224652,0.9340826698197278,0.9340826698197278,0.8333333333333334,0.6326530612244898,54,49,1
shane carwin,brock lesnar,35.0,33.0,74.0,75.0,0.6629740350259696,0.7422438294689604,1.2741937582224652,1.2741937582224652,0.9340826698197278,0.9340826698197278,0.8571428571428571,0.625,14,8,-1
anton kuivanen,mitch clarke,28.0,27.0,69.0,70.0,0.7034506458590228,0.7014824401435379,0.7251565145994766,0.7306421727422159,0.7440580190442426,0.9340826698197278,0.7027027027027027,0.6875,37,16,1
tom breese,luiz jorge dutra jr.,24.0,33.0,75.0,71.0,0.7516312898150775,0.6681625529793068,0.7161993241395903,0.847999030848203,0.9340826698197278,0.900732763604033,0.9166666666666666,0.65,12,20,1
jimi manuwa,jan blachowicz,35.0,32.0,72.0,74.0,0.7734752158835928,0.7674146098229868,0.7161993241395903,0.7662704713940749,0.7274917254889377,0.8781995850704947,0.7727272727272727,0.7666666666666667,22,30,1
mehdi baghdad,chris wade,31.0,29.0,73.0,69.0,0.7391258546040642,0.7375900484194781,0.6501953683407987,1.2741937582224652,0.7461020623994898,0.9340826698197278,0.6470588235294118,0.7368421052631579,17,19,-1
ryan laflare,john howard,31.0,31.0,73.0,67.0,0.7157816005983545,0.6866810714978254,1.2741937582224652,1.2741937582224652,0.9340826698197278,0.6457304203132154,0.8235294117647058,0.6585365853658537,17,41,1
luke sanders,maximo blanco,31.0,33.0,67.0,68.0,0.8007479431563201,0.6126069974237514,1.2741937582224652,0.6006671114076051,0.9340826698197278,0.9340826698197278,0.8,0.6,15,20,1
uriah hall,john howard,29.0,30.0,72.0,67.0,0.7671805759966543,0.6866810714978254,1.2741937582224652,1.2741937582224652,0.7440580190442426,0.6457304203132154,0.5909090909090909,0.6585365853658537,22,41,-1
matt riddle,dan cramer,23.0,24.0,73.0,73.0,0.7179137967604013,0.7357881938413439,1.2741937582224652,1.2741937582224652,0.9340826698197278,0.8781995850704947,0.7272727272727273,0.7333333333333333,11,15,1
tito ortiz,forrest griffin,34.0,30.0,74.0,75.0,0.6473292196459736,0.7244721593929946,1.2741937582224652,1.2741937582224652,0.9340826698197278,0.900732763604033,0.625,0.7307692307692307,32,26,-1
gray maynard,joe veres,28.0,30.0,68.0,66.0,0.7161473349170837,0.7014824401435379,1.2741937582224652,1.2741937582224652,0.9340826698197278,0.900732763604033,0.65,0.5714285714285714,20,7,1
amir sadollah,johny hendricks,29.0,26.0,71.0,69.0,0.6401976238650484,0.7180254300673149,1.2741937582224652,1.2741937582224652,0.900732763604033,0.9340826698197278,0.5454545454545454,0.6923076923076923,11,26,-1
josh neer,nate diaz,25.0,23.0,71.0,72.0,0.6976502119172276,0.6976502119172276,1.2741937582224652,1.2741937582224652,0.9340826698197278,0.8781995850704947,0.6923076923076923,0.6333333333333333,52,30,-1
chico camus,henry cejudo,30.0,28.0,66.0,64.0,0.7195520012273939,0.7157816005983545,1.2741937582224652,1.2741937582224652,0.7468919244703861,0.9340826698197278,0.6923076923076923,0.8666666666666667,26,15,-1
takeya mizugaki,bryan caraway,30.0,29.0,67.0,69.0,0.6293193717277487,0.7244721593929946,0.6958320965812744,1.2741937582224652,0.7274917254889377,0.9340826698197278,0.6285714285714286,0.7,35,30,1
alan belcher,sean salmon,23.0,30.0,74.0,70.0,0.7195520012273939,,1.2741937582224652,1.2741937582224652,0.7468919244703861,0.9340826698197278,0.6923076923076923,0.4615384615384616,26,39,1
kyle watson,sako chivitchyan,31.0,26.0,72.0,,0.7506553240271496,0.6820041183042929,1.2741937582224652,1.2741937582224652,0.900732763604033,0.7479316717432264,0.6190476190476191,0.8888888888888888,21,9,1
thiago de oliveira perpetuo,leonardo mafra texeira,26.0,23.0,70.0,70.0,0.6930556354640124,0.7161473349170837,0.847999030848203,0.847999030848203,0.8781995850704947,0.7461020623994898,0.6923076923076923,0.7368421052631579,13,19,1
clay guida,diego sanchez,28.0,28.0,67.0,70.0,0.732425597049973,0.732425597049973,1.2741937582224652,1.2741937582224652,0.9340826698197278,0.9340826698197278,0.6538461538461539,0.7179487179487181,52,39,-1
daniel sarafian,oluwale bamgbose,34.0,29.0,69.0,71.0,0.7590893336008903,0.6007479431563201,0.847999030848203,1.2741937582224652,0.7479316717432264,0.6862989651458709,0.6470588235294118,0.6,17,10,-1
mickael lebout,teemu packalen,28.0,28.0,71.0,73.0,0.7436231398137879,0.7514958863126402,0.6501953683407987,0.7251565145994766,0.900732763604033,0.9340826698197278,0.6666666666666666,0.8,27,10,1
justin buchholz,jeremy stephens,26.0,23.0,71.0,69.0,0.748812936370682,0.7052038054769673,1.2741937582224652,1.2741937582224652,0.9340826698197278,0.900732763604033,0.5925925925925926,0.6511627906976745,27,43,-1
ian entwistle,anthony birchak,28.0,28.0,68.0,68.0,0.6503919776171085,0.70074794315632,0.7161993241395903,1.2741937582224652,0.8781995850704947,0.9340826698197278,0.75,0.7,12,20,1
mac danzig,efrain escudero,32.0,26.0,68.0,69.0,0.6681625529793068,0.7014824401435379,1.2741937582224652,1.2741937582224652,0.7274917254889377,0.9340826698197278,0.6470588235294118,0.6818181818181818,34,44,1
sara mcmann,ronda rousey,34.0,27.0,65.0,66.0,0.6882479431563201,0.6820041183042929,1.2741937582224652,1.2741937582224652,0.9340826698197278,0.7479316717432264,0.6875,0.8571428571428571,16,14,-1
mirko filipovic,eddie sanchez,33.0,25.0,74.0,75.0,0.7715812764896535,0.7405818210447584,0.7188154935148506,1.2741937582224652,0.6862989651458709,0.900732763604033,0.7708333333333334,0.6521739130434783,48,23,1
jon fitch,thiago alves,28.0,23.0,72.0,70.0,0.7161473349170837,0.7357881938413439,1.2741937582224652,0.847999030848203,0.9340826698197278,0.7461020623994898,0.8157894736842105,0.6285714285714286,38,35,1
dan miller,jake rosholt,28.0,27.0,73.0,73.0,0.6879581151832461,0.7180254300673149,1.2741937582224652,1.2741937582224652,0.9340826698197278,0.9340826698197278,0.6363636363636364,0.7058823529411765,22,17,1
jessica andrade,rosi sexton,22.0,36.0,62.0,63.0,0.7607479431563201,0.6553420401587939,0.847999030848203,0.7161993241395903,0.6733890204809293,0.7289114492815056,0.76,0.7222222222222222,25,18,1
mark hunt,roy nelson,40.0,38.0,70.0,72.0,0.7357881938413439,0.5904915328999099,0.6173859496074307,1.2741937582224652,0.7468919244703861,0.9340826698197278,0.4814814814814815,0.5897435897435898,27,39,1
melvin guillard,gabe ruediger,23.0,29.0,69.0,70.0,0.7357881938413439,0.6681625529793068,1.2741937582224652,1.2741937582224652,0.9340826698197278,0.6511695137976347,0.6037735849056604,0.6923076923076923,53,26,1
wanderlei silva,rich franklin,36.0,38.0,70.0,73.0,0.7583109215614507,0.7095609026396921,0.847999030848203,1.2741937582224652,0.6457304203132154,0.7440580190442426,0.7142857142857143,0.8055555555555556,49,36,-1
john dodson,t.j. dillashaw,27.0,25.0,63.0,66.0,0.732425597049973,0.7427178000225407,1.2741937582224652,1.2741937582224652,0.9340826698197278,0.9340826698197278,0.6666666666666666,0.8421052631578947,30,19,1
dominic waters,dong hyun kim,,34.0,73.0,73.0,0.732425597049973,0.7244660516911826,1.2741937582224652,0.7247327880848613,0.900732763604033,0.7479316717432264,0.625,0.8461538461538461,16,26,-1
krzysztof soszynski,goran reljic,33.0,26.0,73.0,75.0,0.6701461225532226,0.6674146098229867,0.7306421727422159,0.7188154935148506,0.6308537060836666,0.8781995850704947,0.6842105263157895,0.6666666666666666,38,24,1
jake hecht,sean pierson,28.0,36.0,72.0,73.0,0.7340812764896534,0.70074794315632,1.2741937582224652,0.7306421727422159,0.900732763604033,0.9340826698197278,0.7333333333333333,0.7,15,20,-1
frankie edgar,chad mendes,34.0,30.0,66.0,66.0,0.7293075620989647,0.748812936370682,1.2741937582224652,1.2741937582224652,0.9340826698197278,0.9340826698197278,0.7931034482758621,0.8181818181818182,29,22,1
antonio silva,alistair overeem,34.0,33.0,76.0,77.0,0.7357881938413439,0.732425597049973,0.847999030848203,0.7460416873660454,0.7440580190442426,0.7479316717432264,0.6129032258064516,0.7213114754098361,31,61,1
nick pace,miguel torres,24.0,30.0,67.0,69.0,0.7671805759966543,0.7516312898150775,1.2741937582224652,1.2741937582224652,0.900732763604033,0.9340826698197278,0.7272727272727273,0.8301886792452831,11,53,-1
jake lindsey,joseph duffy,29.0,27.0,71.0,70.0,0.6197955622039392,0.8428532063142148,1.2741937582224652,0.6905450194309434,0.900732763604033,0.6862989651458709,0.6190476190476191,0.8421052631578947,21,19,-1
andre fili,godofredo castro,25.0,28.0,70.0,67.0,0.748812936370682,0.7714164834583682,1.2741937582224652,0.847999030848203,0.900732763604033,0.8781995850704947,0.75,0.7,24,20,-1
sam hoger,jeff newton,,,74.0,74.0,0.7469752298825291,0.6674146098229867,1.2741937582224652,1.2741937582224652,0.900732763604033,0.900732763604033,0.7142857142857143,0.6666666666666666,14,6,1
francisco trinaldo,ross pearson,38.0,32.0,68.0,68.0,0.7714164834583682,0.7052038054769673,0.847999030848203,0.7161993241395903,0.7468919244703861,0.6862989651458709,0.7931034482758621,0.5714285714285714,29,35,1
brad imes,rashad evans,28.0,26.0,79.0,71.0,0.6507479431563201,0.7263644380937496,1.2741937582224652,1.2741937582224652,0.9340826698197278,0.9340826698197278,0.65,0.7037037037037037,20,27,-1
david abbott,frank mir,38.0,24.0,72.0,75.0,,0.6224969940259224,1.2741937582224652,1.2741937582224652,0.9340826698197278,0.7440580190442426,0.4,0.5806451612903226,25,31,-1
jeff cox,manny gamburyan,40.0,27.0,,65.0,0.7262921702161161,0.6820041183042929,1.2741937582224652,1.2741937582224652,0.900732763604033,0.7479316717432264,0.5882352941176471,0.6,17,25,-1
yves jabouin,ian loveland,32.0,28.0,66.0,68.0,0.7516312898150775,0.6295165567416877,0.7306421727422159,1.2741937582224652,0.900732763604033,0.9340826698197278,0.6451612903225806,0.6428571428571429,31,28,1
jose aldo,mark hominick,25.0,29.0,67.0,68.0,0.7852620888885841,0.6078776322858618,0.847999030848203,0.7306421727422159,0.8781995850704947,0.7468919244703861,0.8709677419354839,0.625,31,32,1
david loiseau,gideon ray,26.0,32.0,72.0,70.0,0.7516312898150775,0.5319979431563201,0.7306421727422159,1.2741937582224652,0.900732763604033,0.900732763604033,0.6764705882352942,0.53125,34,32,1
john howard,jake ellenberger,27.0,25.0,67.0,69.0,0.6866810714978254,0.6701461225532226,1.2741937582224652,1.2741937582224652,0.6457304203132154,0.9340826698197278,0.6585365853658537,0.6739130434782609,41,46,-1
carlos condit,robbie lawler,32.0,34.0,73.0,71.0,0.732425597049973,0.7357881938413439,1.2741937582224652,1.2741937582224652,0.9340826698197278,0.9340826698197278,0.7142857142857143,0.7,42,40,-1
guy mezger,john dowdy,,,73.0,,0.6681625529793068,0.0,1.2741937582224652,1.2741937582224652,0.7440580190442426,0.000657030223390276,0.6818181818181818,0.0,44,1,1
chris weidman,vitor belfort,31.0,38.0,74.0,72.0,0.6831488995812697,0.7263644380937496,1.2741937582224652,0.847999030848203,0.9340826698197278,0.7274917254889377,0.7777777777777778,0.65,18,40,1
jesse lennox,rick story,28.0,26.0,69.0,70.0,0.7469752298825291,0.7014824401435379,1.2741937582224652,1.2741937582224652,0.900732763604033,0.9340826698197278,0.7777777777777778,0.6774193548387096,18,31,-1
kuniyoshi hironaka,jon fitch,30.0,28.0,70.0,72.0,0.7194979431563201,0.7161473349170837,0.6958320965812744,1.2741937582224652,0.7468919244703861,0.9340826698197278,0.71875,0.8157894736842105,32,38,-1
mac danzig,mark bocek,28.0,27.0,68.0,69.0,0.6681625529793068,0.7516312898150775,1.2741937582224652,0.7306421727422159,0.7274917254889377,0.8781995850704947,0.6470588235294118,0.7058823529411765,34,17,1
josh hendricks,gabriel gonzaga,32.0,29.0,74.0,74.0,0.6340812764896534,0.6056921053310294,1.2741937582224652,0.847999030848203,0.900732763604033,0.7479316717432264,0.6333333333333333,0.5862068965517241,30,29,-1
josh thomson,bobby green,36.0,28.0,70.0,70.0,0.7161473349170837,0.6996090938598101,1.2741937582224652,1.2741937582224652,0.9340826698197278,0.9340826698197278,0.7096774193548387,0.7272727272727273,31,33,-1
rob broughton,travis browne,28.0,29.0,74.0,79.0,0.7390859347321183,0.7207479431563201,0.7161993241395903,1.2741937582224652,0.9340826698197278,0.8781995850704947,0.6956521739130435,0.72,23,25,-1
frank shamrock,igor zinoviev,,,70.0,73.0,0.594716225295691,,1.2741937582224652,0.8398920709044124,0.9340826698197278,0.900732763604033,0.696969696969697,0.8,33,5,1
richie vaculik,danny martinez,32.0,30.0,66.0,65.0,0.7105771628022938,0.7052038054769673,0.6651394139302744,1.2741937582224652,0.8781995850704947,0.9340826698197278,0.6666666666666666,0.7,15,30,-1
juliana lima,nina ansaroff,32.0,29.0,65.0,65.0,0.643605086013463,0.7357881938413439,0.847999030848203,1.2741937582224652,0.8781995850704947,0.6862989651458709,0.6428571428571429,0.6666666666666666,14,15,1
