pageurl,eid,mid,event_name,event_org,event_date,event_place,f1pageurl,f2pageurl,f1name,f2name,f1result,f2result,f1fid,f2fid,method,method_d,ref,round,time
/events/UFC-Fight-Night-62-Maia-vs-LaFlare-42185,42185,9,UFC Fight Night 62 - Maia vs. LaFlare,Ultimate Fighting Championship,3/21/2015,"Maracanazinho Gymnasium, Rio de Janeiro, Brazil, Brazil",/fighter/Amanda-Nunes-31496,/fighter/Shayna-Baszler-12116,Amanda Nunes,Shayna Baszler,win,loss,31496,12116,TKO,Leg Kick,Mario Yamasaki,1,1:56
/events/UFC-81-Breaking-Point-6038,6038,3,UFC 81 - Breaking Point,Ultimate Fighting Championship,2/2/2008,"MGM Grand Garden Arena, Las Vegas, Nevada, United States",/fighter/Tim-Boetsch-19544,/fighter/David-Heath-11483,Tim Boetsch,David Heath,win,loss,19544,11483,TKO,Slam and Punches,Herb Dean,1,4:52
/events/UFC-152-Jones-vs-Belfort-21045,21045,5,UFC 152 - Jones vs. Belfort,Ultimate Fighting Championship,9/22/2012,"Air Canada Centre, Toronto, Ontario, Canada",/fighter/Sean-Pierson-573,/fighter/Lance-Benoist-59764,Sean Pierson,Lance Benoist,win,loss,573,59764,Decision,Unanimous,Josh Rosenthal,3,5:00
/events/UFC-The-Ultimate-Fighter-18-Finale-32325,32325,7,UFC - The Ultimate Fighter 18 Finale,Ultimate Fighting Championship,11/30/2013,"Mandalay Bay Events Center, Las Vegas, Nevada, United States",/fighter/Peggy-Morgan-91565,/fighter/Jessamyn-Duke-71307,Peggy Morgan,Jessamyn Duke,loss,win,91565,71307,Decision,Unanimous,Kim Winslow,3,5:00
/events/UFC-Fight-Night-74-Holloway-vs-Oliveira-42225,42225,12,UFC Fight Night 74 - Holloway vs. Oliveira,Ultimate Fighting Championship,8/23/2015,"SaskTel Centre, Saskatoon, Saskatchewan, Canada",/fighter/Max-Holloway-38671,/fighter/Charles-Oliveira-30300,Max Holloway,Charles Oliveira,win,loss,38671,30300,TKO,Esophagus Injury,Herb Dean,1,1:39
/events/UFC-173-Barao-vs-Dillashaw-35617,35617,9,UFC 173 - Barao vs. Dillashaw,Ultimate Fighting Championship,5/24/2014,"MGM Grand Garden Arena, Las Vegas, Nevada, United States",/fighter/Takeya-Mizugaki-12074,/fighter/Francisco-Rivera-11908,Takeya Mizugaki,Francisco Rivera,win,loss,12074,11908,Decision,Unanimous,Yves Lavigne,3,5:00
/events/UFC-Live-5-Hardy-vs-Lytle-16967,16967,3,UFC Live 5 - Hardy vs. Lytle,Ultimate Fighting Championship,8/14/2011,"Bradley Center, Milwaukee, Wisconsin, United States",/fighter/TJ-OBrien-22127,/fighter/Cole-Miller-13133,T.J. O'Brien,Cole Miller,loss,win,22127,13133,Submission,Guillotine Choke,Josh Rosenthal,2,2:38
/events/UFC-The-Ultimate-Fighter-China-Finale-34819,34819,6,UFC - The Ultimate Fighter China Finale,Ultimate Fighting Championship,3/1/2014,"Cotai Arena, Macau, China, China",/fighter/Shawn-Jordan-45624,/fighter/Matt-Mitrione-49519,Shawn Jordan,Matt Mitrione,loss,win,45624,49519,KO,Punches,Dan Miragliotta,1,4:59
/events/UFC-152-Jones-vs-Belfort-21045,21045,2,UFC 152 - Jones vs. Belfort,Ultimate Fighting Championship,9/22/2012,"Air Canada Centre, Toronto, Ontario, Canada",/fighter/Walel-Watson-36403,/fighter/Mitch-Gagnon-37404,Walel Watson,Mitch Gagnon,loss,win,36403,37404,Submission,Rear-Naked Choke,Josh Rosenthal,1,1:09
/events/UFC-on-FX-Guillard-vs-Miller-19068,19068,10,UFC on FX - Guillard vs. Miller,Ultimate Fighting Championship,1/20/2012,"Bridgestone Arena, Nashville, Tennessee, United States",/fighter/Jim-Miller-14463,/fighter/Melvin-Guillard-7431,Jim Miller,Melvin Guillard,win,loss,14463,7431,Submission,Rear-Naked Choke,Herb Dean,1,3:04
/events/UFC-2-No-Way-Out-8,8,8,UFC 2 - No Way Out,Ultimate Fighting Championship,3/11/1994,"Fillmore Auditorium, Denver, Colorado, United States",/fighter/Minoki-Ichihara-35,/fighter/Royce-Gracie-19,Minoki Ichihara,Royce Gracie,loss,win,35,19,Submission,Lapel Choke,John McCarthy,1,5:08
/events/UFC-45-Revolution-1863,1863,4,UFC 45 - Revolution,Ultimate Fighting Championship,11/21/2003,"Mohegan Sun Arena, Uncasville, Conneticut, United States",/fighter/Chris-Lytle-267,/fighter/Robbie-Lawler-2245,Chris Lytle,Robbie Lawler,loss,win,267,2245,Decision,Unanimous,,3,5:00
/events/UFC-97-Redemption-9432,9432,2,UFC 97 - Redemption,Ultimate Fighting Championship,4/18/2009,"Bell Centre, Montreal, Quebec, Canada",/fighter/Ryo-Chonan-1831,/fighter/TJ-Grant-15906,Ryo Chonan,T.J. Grant,loss,win,1831,15906,Decision,Split,Philippe Chartier,3,5:00
/events/UFC-The-Ultimate-Fighter-7-Finale-6954,6954,7,UFC - The Ultimate Fighter 7 Finale,Ultimate Fighting Championship,6/21/2008,"Palms Casino Resort, Las Vegas, Nevada, United States",/fighter/Spencer-Fisher-5118,/fighter/Jeremy-Stephens-12179,Spencer Fisher,Jeremy Stephens,win,loss,5118,12179,Decision,Unanimous,Steve Mazzagatti,3,5:00
/events/UFC-Fight-Night-53-Nelson-vs-Story-37747,37747,8,UFC Fight Night 53 - Nelson vs. Story,Ultimate Fighting Championship,10/4/2014,"Ericsson Globe Arena, Stockholm, Sweden, Sweden",/fighter/Mike-Wilkinson-50586,/fighter/Niklas-Backstrom-54620,Mike Wilkinson,Niklas Backstrom,win,loss,50586,54620,KO,Punches,Bobby Rehman,1,1:19
/events/UFC-Fight-Night-30-Machida-vs-Munoz-31371,31371,4,UFC Fight Night 30 - Machida vs. Munoz,Ultimate Fighting Championship,10/26/2013,"Phones 4U Arena, Manchester, Greater Manchester, England",/fighter/Jessica-Andrade-100715,/fighter/Rosi-Sexton-5358,Jessica Andrade,Rosi Sexton,win,loss,100715,5358,Decision,Unanimous,Neil Hall,3,5:00
/events/UFC-10-The-Tournament-17,17,5,UFC 10 - The Tournament,Ultimate Fighting Championship,7/12/1996,"Alabama State Fair Arena, Birmingham, Alabama, United States",/fighter/Mark-Coleman-136,/fighter/Moti-Horenstein-139,Mark Coleman,Moti Horenstein,win,loss,136,139,Submission,Punches,John McCarthy,1,2:43
/events/UFC-on-Fox-4-Shogun-vs-Vera-20081,20081,7,UFC on Fox 4 - Shogun vs. Vera,Ultimate Fighting Championship,8/4/2012,"Staples Center, Los Angeles, California, United States",/fighter/Mike-Swick-5199,/fighter/DaMarques-Johnson-12913,Mike Swick,DaMarques Johnson,win,loss,5199,12913,KO,Punches,Herb Dean,2,1:20
/events/UFC-on-FX-2-Alves-vs-Kampmann-19379,19379,8,UFC on FX 2 - Alves vs. Kampmann,Ultimate Fighting Championship,3/3/2012,"Allphones Arena, Sydney, New South Wales, Australia",/fighter/Costas-Philippou-32432,/fighter/Court-McGee-34124,Costas Philippou,Court McGee,win,loss,32432,34124,Decision,Unanimous,John Sharp,3,5:00
/events/UFC-Fight-Night-26-Shogun-vs-Sonnen-29795,29795,1,UFC Fight Night 26 - Shogun vs. Sonnen,Ultimate Fighting Championship,8/17/2013,"TD Garden, Boston, Massachusetts, United States",/fighter/James-Vick-81956,/fighter/Ramsey-Nijem-36963,James Vick,Ramsey Nijem,win,loss,81956,36963,Submission,Guillotine Choke,Kevin MacDonald,1,0:58
/events/UFC-Fight-Night-68-Boetsch-vs-Henderson-42203,42203,10,UFC Fight Night 68 - Boetsch vs. Henderson,Ultimate Fighting Championship,6/6/2015,"Smoothie King Center, New Orleans, Louisiana, United States",/fighter/Yancy-Medeiros-27738,/fighter/Dustin-Poirier-50529,Yancy Medeiros,Dustin Poirier,loss,win,27738,50529,TKO,Punches,John McCarthy,1,2:38
/events/UFC-on-FX-3-Johnson-vs-McCall-21037,21037,6,UFC on FX 3 - Johnson vs. McCall,Ultimate Fighting Championship,6/8/2012,"BankAtlantic Center, Fort Lauderdale, Florida, United States",/fighter/Matt-Grice-14539,/fighter/Leonard-Garcia-2815,Matt Grice,Leonard Garcia,win,loss,14539,2815,Decision,Unanimous,Troy Waugh,3,5:00
/events/UFC-Fight-Night-18-Condit-vs-Kampmann-9448,9448,3,UFC Fight Night 18 - Condit vs. Kampmann,Ultimate Fighting Championship,4/1/2009,"Sommet Center, Nashville, Tennessee, United States",/fighter/Nissen-Osterneck-17591,/fighter/Jorge-Rivera-2712,Nissen Osterneck,Jorge Rivera,loss,win,17591,2712,Decision,Split,Dan Miragliotta,3,5:00
/events/UFC-Fight-Night-65-Ortiz-vs-Shamrock-3-4112,4112,3,UFC Fight Night 6.5 - Ortiz vs. Shamrock 3,Ultimate Fighting Championship,10/10/2006,"Seminole Hard Rock Hotel and Casino, Hollywood, Florida, United States",/fighter/Rory-Singer-3525,/fighter/Josh-Haynes-6254,Rory Singer,Josh Haynes,win,loss,3525,6254,Decision,Unanimous,John McCarthy,3,5:00
/events/UFC-on-Fox-12-Lawler-vs-Brown-37719,37719,8,UFC on Fox 12 - Lawler vs. Brown,Ultimate Fighting Championship,7/26/2014,"SAP Center, San Jose, California, United States",/fighter/Daron-Cruickshank-53717,/fighter/Jorge-Masvidal-7688,Daron Cruickshank,Jorge Masvidal,loss,win,53717,7688,Decision,Unanimous,Herb Dean,3,5:00
/events/UFC-40-Vendetta-1220,1220,8,UFC 40 - Vendetta,Ultimate Fighting Championship,11/22/2002,"MGM Grand Garden Arena, Las Vegas, Nevada, United States",/fighter/Tito-Ortiz-158,/fighter/Ken-Shamrock-4,Tito Ortiz,Ken Shamrock,win,loss,158,4,TKO,Corner Stoppage,,3,5:00
/events/UFC-63-Hughes-vs-Penn-2-4094,4094,5,UFC 63 - Hughes vs. Penn 2,Ultimate Fighting Championship,9/23/2006,"Honda Center, Anaheim, California, United States",/fighter/Jens-Pulver-228,/fighter/Joe-Lauzon-4923,Jens Pulver,Joe Lauzon,loss,win,228,4923,KO,Punch,Herb Dean,1,0:48
/events/UFC-on-Fox-14-Gustafsson-vs-Johnson-42123,42123,2,UFC on Fox 14 - Gustafsson vs. Johnson,Ultimate Fighting Championship,1/24/2015,"Tele2 Arena, Stockholm, Sweden, Sweden",/fighter/Viktor-Pesta-74176,/fighter/Konstantin-Erokhin-98151,Viktor Pesta,Konstantin Erokhin,win,loss,74176,98151,Decision,Unanimous,Bobby Rehman,3,5:00
/events/UFC-177-Dillashaw-vs-Soto-38011,38011,7,UFC 177 - Dillashaw vs. Soto,Ultimate Fighting Championship,8/30/2014,"Sleep Train Arena, Sacramento, California, United States",/fighter/Danny-Castillo-26070,/fighter/Tony-Ferguson-31239,Danny Castillo,Tony Ferguson,loss,win,26070,31239,Decision,Split,Herb Dean,3,5:00
/events/UFC-4-Revenge-of-the-Warriors-10,10,2,UFC 4 - Revenge of the Warriors,Ultimate Fighting Championship,12/16/1994,"Expo Square Pavilion, Tulsa, Oklahoma, United States",/fighter/Marcus-Bossett-54,/fighter/Eldo-Dias-Xavier-55,Marcus Bossett,Eldo Dias Xavier,win,loss,54,55,KO,,John McCarthy,1,4:55
/events/UFC-on-Fox-18-Johnson-vs-Bader-47933,47933,4,UFC on Fox 18 - Johnson vs. Bader,Ultimate Fighting Championship,1/30/2016,"Prudential Center, Newark, New Jersey, United States",/fighter/Alex-Caceres-41586,/fighter/Masio-Fullen-40356,Alex Caceres,Masio Fullen,win,loss,41586,40356,Decision,Unanimous,Gary Copeland,3,5:00
/events/UFC-Fight-Night-6-Sanchez-vs-Parisyan-4026,4026,6,UFC Fight Night 6 - Sanchez vs. Parisyan,Ultimate Fighting Championship,8/17/2006,"Red Rock Casino Resort and Spa, Las Vegas, Nevada, United States",/fighter/Jonathan-Goulet-4120,/fighter/Josh-Koscheck-9418,Jonathan Goulet,Josh Koscheck,loss,win,4120,9418,Submission,Punches,,1,4:10
/events/UFC-Fight-Night-6-Sanchez-vs-Parisyan-4026,4026,3,UFC Fight Night 6 - Sanchez vs. Parisyan,Ultimate Fighting Championship,8/17/2006,"Red Rock Casino Resort and Spa, Las Vegas, Nevada, United States",/fighter/Jake-OBrien-14892,/fighter/Kristof-Midoux-3363,Jake O'Brien,Kristof Midoux,win,loss,14892,3363,TKO,Punches,,2,0:52
/events/UFC-135-Jones-vs-Rampage-17043,17043,4,UFC 135 - Jones vs. Rampage,Ultimate Fighting Championship,9/24/2011,"Pepsi Center, Denver, Colorado, United States",/fighter/Tim-Boetsch-19544,/fighter/Nick-Ring-6748,Tim Boetsch,Nick Ring,win,loss,19544,6748,Decision,Unanimous,Mario Yamasaki,3,5:00
/events/UFC-167-St-Pierre-vs-Hendricks-30815,30815,8,UFC 167 - St. Pierre vs. Hendricks,Ultimate Fighting Championship,11/16/2013,"MGM Grand Garden Arena, Las Vegas, Nevada, United States",/fighter/Ali-Bagautinov-81198,/fighter/Tim-Elliott-49213,Ali Bagautinov,Tim Elliott,win,loss,81198,49213,Decision,Unanimous,Kim Winslow,3,5:00
/events/UFC-The-Ultimate-Fighter-3-Finale-3952,3952,2,UFC - The Ultimate Fighter 3 Finale,Ultimate Fighting Championship,6/24/2006,"Hard Rock Hotel and Casino, Las Vegas, Nevada, United States",/fighter/Matt-Hamill-16695,/fighter/Jesse-Forbes-13453,Matt Hamill,Jesse Forbes,win,loss,16695,13453,TKO,Punches,,1,4:47
/events/UFC-69-Shootout-4663,4663,2,UFC 69 - Shootout,Ultimate Fighting Championship,4/7/2007,"Toyota Center, Houston, Texas, United States",/fighter/Marcus-Davis-8592,/fighter/Pete-Spratt-3195,Marcus Davis,Pete Spratt,win,loss,8592,3195,Submission,Achilles Lock,Kerry Hatley,2,2:57
/events/UFC-on-Fox-6-Johnson-vs-Dodson-26199,26199,9,UFC on Fox 6 - Johnson vs. Dodson,Ultimate Fighting Championship,1/26/2013,"United Center, Chicago, Illinois, United States",/fighter/Donald-Cerrone-15105,/fighter/Anthony-Pettis-26627,Donald Cerrone,Anthony Pettis,loss,win,15105,26627,KO,Kick to the Body,Robert Madrigal,1,2:35
/events/UFC-101-Declaration-9925,9925,3,UFC 101 - Declaration,Ultimate Fighting Championship,8/8/2009,"Wachovia Center, Philadelphia, Pennsylvania, United States",/fighter/Matt-Riddle-34072,/fighter/Dan-Cramer-42310,Matt Riddle,Dan Cramer,win,loss,34072,42310,Decision,Unanimous,,3,5:00
/events/UFC-The-Ultimate-Fighter-14-Finale-17424,17424,10,UFC - The Ultimate Fighter 14 Finale,Ultimate Fighting Championship,12/3/2011,"The Pearl at the Palms, Las Vegas, Nevada, United States",/fighter/Jason-Miller-7798,/fighter/Michael-Bisping-10196,Jason Miller,Michael Bisping,loss,win,7798,10196,TKO,Knees to the Body and Punches,Steve Mazzagatti,3,3:34
/events/UFC-The-Ultimate-Fighter-4-Finale-4314,4314,1,UFC - The Ultimate Fighter 4 Finale,Ultimate Fighting Championship,11/11/2006,"Hard Rock Hotel and Casino, Las Vegas, Nevada, United States",/fighter/Martin-Kampmann-5344,/fighter/Thales-Leites-8593,Martin Kampmann,Thales Leites,win,loss,5344,8593,Decision,Unanimous,Yves Lavigne,3,5:00
/events/UFC-187-Johnson-vs-Cormier-42199,42199,4,UFC 187 - Johnson vs. Cormier,Ultimate Fighting Championship,5/23/2015,"MGM Grand Garden Arena, Las Vegas, Nevada, United States",/fighter/Rafael-Natal-13968,/fighter/Uriah-Hall-14210,Rafael Natal,Uriah Hall,win,loss,13968,14210,Decision,Split,Mark Smith,3,5:00
/events/UFC-184-Rousey-vs-Zingano-41893,41893,11,UFC 184 - Rousey vs. Zingano,Ultimate Fighting Championship,2/28/2015,"Staples Center, Los Angeles, California, United States",/fighter/Cat-Zingano-33932,/fighter/Ronda-Rousey-73073,Cat Zingano,Ronda Rousey,loss,win,33932,73073,Submission,Straight Armbar,John McCarthy,1,0:14
/events/UFC-Fight-Night-11-Thomas-vs-Florian-5454,5454,2,UFC Fight Night 11 - Thomas vs. Florian,Ultimate Fighting Championship,9/19/2007,"Palms Casino Resort, Las Vegas, Nevada, United States",/fighter/Kuniyoshi-Hironaka-2575,/fighter/Thiago-Alves-5998,Kuniyoshi Hironaka,Thiago Alves,loss,win,2575,5998,TKO,Punch and Knee,Herb Dean,2,4:04
/events/UFC-34-High-Voltage-540,540,7,UFC 34 - High Voltage,Ultimate Fighting Championship,11/2/2001,"MGM Grand Garden Arena, Las Vegas, Nevada, United States",/fighter/Pete-Williams-201,/fighter/Ricco-Rodriguez-8,Pete Williams,Ricco Rodriguez,loss,win,201,8,TKO,Punches,,2,4:02
/events/UFC-The-Ultimate-Fighter-11-Finale-12897,12897,8,UFC - The Ultimate Fighter 11 Finale,Ultimate Fighting Championship,6/19/2010,"Palms Casino Resort, Las Vegas, Nevada, United States",/fighter/Chris-Leben-6258,/fighter/Aaron-Simpson-24986,Chris Leben,Aaron Simpson,win,loss,6258,24986,TKO,Punches,Josh Rosenthal,2,4:17
/events/UFC-29-Defense-of-the-Belts-39,39,2,UFC 29 - Defense of the Belts,Ultimate Fighting Championship,12/16/2000,"Differ Ariake, Tokyo, Japan, Japan",/fighter/Matt-Hughes-232,/fighter/Dennis-Hallman-275,Matt Hughes,Dennis Hallman,loss,win,232,275,Submission,Armbar,John McCarthy,1,0:20
/events/UFC-157-Rousey-vs-Carmouche-26381,26381,10,UFC 157 - Rousey vs. Carmouche,Ultimate Fighting Championship,2/23/2013,"Honda Center, Anaheim, California, United States",/fighter/Ivan-Menjivar-993,/fighter/Urijah-Faber-8847,Ivan Menjivar,Urijah Faber,loss,win,993,8847,Submission,Rear-Naked Choke,Jason Herzog,1,4:34
/events/UFC-Fight-Night-13-Florian-vs-Lauzon-6552,6552,1,UFC Fight Night 13 - Florian vs. Lauzon,Ultimate Fighting Championship,4/2/2008,"Broomfield Event Center, Broomfield, Colorado, United States",/fighter/Anthony-Johnson-17662,/fighter/Tom-Speer-16635,Anthony Johnson,Tom Speer,win,loss,17662,16635,KO,Punches,Tim Mills,1,0:51
/events/UFC-147-Silva-vs-Franklin-2-19449,19449,8,UFC 147 - Silva vs. Franklin 2,Ultimate Fighting Championship,6/23/2012,"Jornalista Felipe Drumond Stadium, Belo Horizonte, Minas Gerais, Brazil",/fighter/Mike-Russow-20552,/fighter/Fabricio-Werdum-8390,Mike Russow,Fabricio Werdum,loss,win,20552,8390,TKO,Punches,Herb Dean,1,2:28
/events/UFC-118-Edgar-vs-Penn-2-13380,13380,6,UFC 118 - Edgar vs. Penn 2,Ultimate Fighting Championship,8/28/2010,"TD Garden, Boston, Massachusetts, United States",/fighter/Nate-Diaz-11451,/fighter/Marcus-Davis-8592,Nate Diaz,Marcus Davis,win,loss,11451,8592,Technical,Submission (Guillotine Choke,Yves Lavigne,3,4:02
/events/UFC-131-Dos-Santos-vs-Carwin-15720,15720,4,UFC 131 - Dos Santos vs. Carwin,Ultimate Fighting Championship,6/11/2011,"Rogers Arena, Vancouver, British Columbia, Colombia",/fighter/Nick-Ring-6748,/fighter/James-Head-23253,Nick Ring,James Head,win,loss,6748,23253,Submission,Rear-Naked Choke,Herb Dean,3,3:33
/events/UFC-108-Evans-vs-Silva-11471,11471,4,UFC 108 - Evans vs. Silva,Ultimate Fighting Championship,1/2/2010,"MGM Grand Garden Arena, Las Vegas, Nevada, United States",/fighter/Cole-Miller-13133,/fighter/Dan-Lauzon-16556,Cole Miller,Dan Lauzon,win,loss,13133,16556,Submission,Kimura,Steve Mazzagatti,1,3:05
/events/UFC-Fight-Night-45-Cerrone-vs-Miller-37359,37359,5,UFC Fight Night 45 - Cerrone vs. Miller,Ultimate Fighting Championship,7/16/2014,"Revel Casino Hotel, Atlantic City, New Jersey, United States",/fighter/Gleison-Tibau-5993,/fighter/Pat-Healy-6246,Gleison Tibau,Pat Healy,win,loss,5993,6246,Decision,Unanimous,Dan Miragliotta,3,5:00
/events/UFC-55-Fury-3250,3250,5,UFC 55 - Fury,Ultimate Fighting Championship,10/7/2005,"Mohegan Sun Arena, Uncasville, Connecticut, United States",/fighter/Renato-Sobral-274,/fighter/Chael-Sonnen-4112,Renato Sobral,Chael Sonnen,win,loss,274,4112,Submission,Triangle Choke,Herb Dean,2,1:20
/events/UFC-120-Bisping-vs-Akiyama-14025,14025,7,UFC 120 - Bisping vs. Akiyama,Ultimate Fighting Championship,10/16/2010,"O2 Arena, London, England, England",/fighter/Cheick-Kongo-2193,/fighter/Travis-Browne-16785,Cheick Kongo,Travis Browne,draw,draw,2193,16785,Draw,Unanimous,Marc Goddard,3,5:00
/events/UFC-Fight-Night-76-Holohan-vs-Smolka-47107,47107,2,UFC Fight Night 76 - Holohan vs. Smolka,Ultimate Fighting Championship,10/24/2015,"3Arena, Dublin, Leinster, Ireland",/fighter/Darren-Elkins-22094,/fighter/Robert-Whiteford-47105,Darren Elkins,Robert Whiteford,win,loss,22094,47105,Decision,Unanimous,Marc Goddard,3,5:00
/events/UFC-128-Shogun-vs-Jones-15483,15483,12,UFC 128 - Shogun vs. Jones,Ultimate Fighting Championship,3/19/2011,"Prudential Center, Newark, New Jersey, United States",/fighter/Jon-Jones-27944,/fighter/Mauricio-Rua-5707,Jon Jones,Mauricio Rua,win,loss,27944,5707,TKO,Punches and Knees,Herb Dean,3,2:37
/events/UFC-35-Throwdown-668,668,8,UFC 35 - Throwdown,Ultimate Fighting Championship,1/11/2002,"Mohegan Sun Arena, Uncasville, Conneticut, United States",/fighter/Jens-Pulver-228,/fighter/BJ-Penn-1307,Jens Pulver,B.J. Penn,win,loss,228,1307,Decision,Majority,,5,5:00
/events/UFC-112-Invincible-12184,12184,10,UFC 112 - Invincible,Ultimate Fighting Championship,4/10/2010,"Ferrari World Concert Arena, Abu Dhabi, United Arab Emirates, United Arab Emirates",/fighter/Demian-Maia-14637,/fighter/Anderson-Silva-1356,Demian Maia,Anderson Silva,loss,win,14637,1356,Decision,Unanimous,Dan Miragliotta,5,5:00
/events/UFC-Fight-Night-18-Condit-vs-Kampmann-9448,9448,9,UFC Fight Night 18 - Condit vs. Kampmann,Ultimate Fighting Championship,4/1/2009,"Sommet Center, Nashville, Tennessee, United States",/fighter/Rafael-dos-Anjos-11675,/fighter/Tyson-Griffin-11689,Rafael dos Anjos,Tyson Griffin,loss,win,11675,11689,Decision,Unanimous,Mario Yamasaki,3,5:00
/events/UFC-149-Faber-vs-Barao-20821,20821,3,UFC 149 - Faber vs. Barao,Ultimate Fighting Championship,7/21/2012,"Scotiabank Saddledome, Calgary, Alberta, Canada",/fighter/Bryan-Caraway-13791,/fighter/Mitch-Gagnon-37404,Bryan Caraway,Mitch Gagnon,win,loss,13791,37404,Submission,Rear-Naked Choke,Yves Lavigne,3,1:39
/events/UFC-145-Jones-vs-Evans-20031,20031,3,UFC 145 - Jones vs. Evans,Ultimate Fighting Championship,4/21/2012,"Phillips Arena, Atlanta, Georgia, United States",/fighter/Mac-Danzig-3396,/fighter/Efrain-Escudero-16555,Mac Danzig,Efrain Escudero,win,loss,3396,16555,Decision,Unanimous,Blake Grice,3,5:00
/events/UFC-Live-4-Kongo-vs-Barry-16309,16309,2,UFC Live 4 - Kongo vs. Barry,Ultimate Fighting Championship,6/26/2011,"Consol Energy Center, Pittsburgh, Pennsylvania, United States",/fighter/Matt-Grice-14539,/fighter/Ricardo-Lamas-32051,Matt Grice,Ricardo Lamas,loss,win,14539,32051,TKO,Head Kick and Punches,Keith Peterson,1,4:41
/events/UFC-77-Hostile-Territory-5482,5482,1,UFC 77 - Hostile Territory,Ultimate Fighting Championship,10/20/2007,"U.S. Bank Arena, Cincinnati, Ohio, United States",/fighter/Matt-Grice-14539,/fighter/Jason-Black-1042,Matt Grice,Jason Black,win,loss,14539,1042,Decision,Split,Mark Matheny,3,5:00
/events/UFC-Fight-Night-23-Fight-for-the-Troops-2-15120,15120,5,UFC Fight Night 23 - Fight for the Troops 2,Ultimate Fighting Championship,1/22/2011,"Fort Hood, Killeen, Texas, United States",/fighter/Michael-Guymon-4015,/fighter/DaMarques-Johnson-12913,Michael Guymon,DaMarques Johnson,loss,win,4015,12913,Submission,Body Triangle,Don Turnage,1,3:22
/events/UFC-191-Johnson-vs-Dodson-2-42229,42229,4,UFC 191 - Johnson vs. Dodson 2,Ultimate Fighting Championship,9/5/2015,"MGM Grand Garden Arena, Las Vegas, Nevada, United States",/fighter/Jessica-Andrade-100715,/fighter/Raquel-Pennington-75564,Jessica Andrade,Raquel Pennington,loss,win,100715,75564,Submission,Rear-Naked Choke,Herb Dean,2,4:58
/events/UFC-25-Ultimate-Japan-3-35,35,5,UFC 25 - Ultimate Japan 3,Ultimate Fighting Championship,4/14/2000,"Yoyogi National Gymnasium, Tokyo, Japan, Japan",/fighter/Yoji-Anjo-182,/fighter/Murilo-Bustamante-253,Yoji Anjo,Murilo Bustamante,loss,win,182,253,Submission,Arm-Triangle Choke,John McCarthy,2,0:31
/events/UFC-on-FX-4-Maynard-vs-Guida-20385,20385,10,UFC on FX 4 - Maynard vs. Guida,Ultimate Fighting Championship,6/22/2012,"Revel Atlantic City, Atlantic City, New Jersey, United States",/fighter/Brian-Ebersole-3015,/fighter/TJ-Waldburger-15125,Brian Ebersole,T.J. Waldburger,win,loss,3015,15125,Decision,Unanimous,Kevin Mulhall,3,5:00
/events/UFC-Fight-Night-18-Condit-vs-Kampmann-9448,9448,7,UFC Fight Night 18 - Condit vs. Kampmann,Ultimate Fighting Championship,4/1/2009,"Sommet Center, Nashville, Tennessee, United States",/fighter/Gleison-Tibau-5993,/fighter/Jeremy-Stephens-12179,Gleison Tibau,Jeremy Stephens,win,loss,5993,12179,Decision,Unanimous,Mario Yamasaki,3,5:00
/events/UFC-Fight-Night-40-Brown-vs-Silva-36085,36085,12,UFC Fight Night 40 - Brown vs. Silva,Ultimate Fighting Championship,5/10/2014,"U.S. Bank Arena, Cincinnati, Ohio, United States",/fighter/Lorenz-Larkin-51345,/fighter/Costas-Philippou-32432,Lorenz Larkin,Costas Philippou,loss,win,51345,32432,KO,Punches,Keith Peterson,1,3:47
/events/UFC-on-Fuel-TV-1-Sanchez-vs-Ellenberger-19187,19187,1,UFC on Fuel TV 1 - Sanchez vs. Ellenberger,Ultimate Fighting Championship,2/15/2012,"Omaha Civic Auditorium, Omaha, Nebraska, United States",/fighter/Bernardo-Magalhaes-26495,/fighter/Tim-Means-11281,Bernardo Magalhaes,Tim Means,loss,win,26495,11281,Decision,Unanimous,Bo Nesslein,3,5:00
/events/UFC-Fight-Night-42-Henderson-vs-Khabilov-36711,36711,11,UFC Fight Night 42 - Henderson vs. Khabilov,Ultimate Fighting Championship,6/7/2014,"Tingley Coliseum, Albuquerque, New Mexico, United States",/fighter/Rustam-Khabilov-45417,/fighter/Benson-Henderson-20548,Rustam Khabilov,Benson Henderson,loss,win,45417,20548,Submission,Rear-Naked Choke,Mario Yamasaki,4,1:16
/events/UFC-Fight-Night-32-Belfort-vs-Henderson-32067,32067,2,UFC Fight Night 32 - Belfort vs. Henderson,Ultimate Fighting Championship,11/9/2013,"Goiania Arena, Goiania, Goias, Brazil",/fighter/Daron-Cruickshank-53717,/fighter/Adriano-Martins-9907,Daron Cruickshank,Adriano Martins,loss,win,53717,9907,Submission,Straight Armbar,Mario Yamasaki,2,2:49
/events/UFC-Fight-Night-50-Jacare-vs-Mousasi-2-38431,38431,5,UFC Fight Night 50 - Jacare vs. Mousasi 2,Ultimate Fighting Championship,9/5/2014,"Foxwoods Resort Casino, Mashantucket, Connecticut, United States",/fighter/John-Moraga-55159,/fighter/Justin-Scoggins-71120,John Moraga,Justin Scoggins,win,loss,55159,71120,Submission,Guillotine Choke,Mario Yamasaki,2,0:47
